duration,freq,instrument,intensity,note_name,session_name,timestamp
1.5,1169.04,violin,0.8,,default,2.8992271423339844
1.5,437.89,violin,0.8,,default,3.4801971912384033
1.5,292.25,violin,0.8,,default,4.047669172286987
1.5,292.25,violin,0.8,,default,4.614790916442871
1.5,292.25,violin,0.8,,default,6.339231491088867
1.5,292.25,violin,0.8,,default,6.906521558761597
1.5,292.25,violin,0.8,,default,7.485668182373047
1.5,292.25,violin,0.8,,default,8.051194667816162
1.5,292.25,violin,0.8,,default,9.201636552810669
1.5,292.25,violin,0.8,,default,9.76735520362854
1.5,1169.04,violin,0.8,,default,10.924497842788696
