duration,freq,instrument,intensity,note_name,session_name,timestamp
1.2,292.25,violin,0.8,,default,3.450936794281006
1.2,1169.04,violin,0.8,,default,4.0240209102630615
1.2,1169.04,violin,0.8,,default,4.59696626663208
1.2,983.04,violin,0.8,,default,5.1686437129974365
1.2,328.05,violin,0.8,,default,5.73598313331604
1.2,328.05,violin,0.8,,default,6.881874322891235
1.2,368.22,violin,0.8,,default,7.44897985458374
1.2,368.22,violin,0.8,,default,8.01636552810669
1.2,328.05,violin,0.8,,default,9.158344268798828
1.2,328.05,violin,0.8,,default,9.725765466690063
1.2,368.22,violin,0.8,,default,10.292814493179321
1.2,368.22,violin,0.8,,default,10.860209465026855
1.2,1169.04,violin,0.8,,default,11.433119297027588
