duration,freq,instrument,intensity,note_name,session_name,timestamp
0.2528,875.79,piano,0.8,,default,0.6914658546447754
0.2528,1169.04,piano,0.8,,default,1.268902063369751
0.2528,328.05,piano,0.8,,default,19.16611647605896
0.2528,390.12,piano,0.8,,default,19.740158081054688
0.2544,328.05,piano,0.8,,default,20.885271310806274
0.2544,292.25,piano,0.8,,default,21.45750880241394
0.2544,983.04,piano,0.8,,default,22.034639596939087
0.2544,1169.04,piano,0.8,,default,22.61310863494873
0.2544,328.05,piano,0.8,,default,23.183720111846924
0.2544,875.79,piano,0.8,,default,23.75550365447998
0.2544,1103.42,piano,0.8,,default,24.33174443244934
0.2544,1169.04,piano,0.8,,default,24.909467220306396
0.2544,1103.42,piano,0.8,,default,25.486629247665405
0.2544,983.04,piano,0.8,,default,26.061285257339478
0.2544,875.79,piano,0.8,,default,26.63396430015564
0.2544,736.45,piano,0.8,,default,27.20670771598816
0.2544,736.45,piano,0.8,,default,27.778316259384155
0.2544,736.45,piano,0.8,,default,28.349799394607544
0.2544,736.45,piano,0.8,,default,29.207200050354004
0.2544,736.45,piano,0.8,,default,29.78230929374695
0.2544,1169.04,piano,0.8,,default,30.356881141662598
0.2544,736.45,piano,0.8,,default,30.928319931030273
0.2544,1169.04,piano,0.8,,default,31.502918481826782
0.2544,736.45,piano,0.8,,default,32.07458281517029
0.2544,736.45,piano,0.8,,default,32.64621615409851
0.2544,736.45,piano,0.8,,default,33.21906113624573
0.2544,736.45,piano,0.8,,default,33.79055905342102
0.2544,736.45,piano,0.8,,default,34.36209273338318
0.2544,736.45,piano,0.8,,default,34.93363547325134
0.2544,736.45,piano,0.8,,default,35.50523638725281
0.2544,736.45,piano,0.8,,default,36.07691287994385
0.2544,736.45,piano,0.8,,default,36.64860963821411
0.2544,875.79,piano,0.8,,default,37.22167921066284
0.2544,780.24,piano,0.8,,default,37.79602265357971
0.2544,736.45,piano,0.8,,default,38.36764597892761
0.2544,736.45,piano,0.8,,default,38.940515756607056
0.2544,736.45,piano,0.8,,default,39.5121283531189
0.2544,736.45,piano,0.8,,default,40.08384561538696
0.2544,780.24,piano,0.8,,default,40.6568877696991
0.2544,736.45,piano,0.8,,default,41.22873592376709
0.2544,1169.04,piano,0.8,,default,41.80327606201172
0.2544,1169.04,piano,0.8,,default,42.377872943878174
0.2544,1169.04,piano,0.8,,default,42.95229434967041
0.2544,736.45,piano,0.8,,default,43.525163412094116
0.2544,736.45,piano,0.8,,default,44.09652280807495
0.2544,736.45,piano,0.8,,default,44.6681592464447
0.2544,736.45,piano,0.8,,default,45.24275732040405
0.2544,736.45,piano,0.8,,default,46.389421224594116
