duration,freq,instrument,intensity,note_name,session_name,timestamp
1.2,261.63,piano,0.7,C4,ai_generated,112.59567999839783
1.0,329.63,piano,0.6,E4,ai_generated,113.89567999839782
0.8,392.0,piano,0.5,G4,ai_generated,114.99567999839783
1.5,440.0,piano,0.8,A4,ai_generated,115.89567999839782
1.0,392.0,piano,0.7,G4,ai_generated,117.49567999839783
1.2,349.23,piano,0.6,F4,ai_generated,118.59567999839783
0.9,329.63,piano,0.5,E4,ai_generated,119.89567999839782
1.4,293.66,piano,0.8,D4,ai_generated,120.89567999839782
1.6,261.63,piano,0.9,C4,ai_generated,122.39567999839782
1.0,440.0,piano,0.7,G3,ai_generated,124.09567999839783
1.2,261.63,piano,0.6,C4,ai_generated,125.19567999839782
1.0,329.63,piano,0.5,E4,ai_generated,126.49567999839783
1.5,349.23,piano,0.8,F4,ai_generated,127.59567999839783
1.0,392.0,piano,0.7,G4,ai_generated,129.19567999839782
1.2,440.0,piano,0.6,A4,ai_generated,130.29567999839782
0.9,493.88,piano,0.5,B4,ai_generated,131.59567999839783
1.4,523.25,piano,0.8,C5,ai_generated,132.59567999839783
1.0,493.88,piano,0.7,B4,ai_generated,134.09567999839783
1.2,440.0,piano,0.6,A4,ai_generated,135.19567999839782
0.9,392.0,piano,0.5,G4,ai_generated,136.49567999839783
1.4,349.23,piano,0.8,F4,ai_generated,137.49567999839783
1.6,329.63,piano,0.9,E4,ai_generated,138.99567999839783
1.0,293.66,piano,0.7,D4,ai_generated,140.69567999839782
1.2,261.63,piano,0.6,C4,ai_generated,141.79567999839782
1.0,329.63,piano,0.5,E4,ai_generated,143.09567999839783
0.8,392.0,piano,0.4,G4,ai_generated,144.19567999839782
1.5,440.0,piano,0.8,A4,ai_generated,145.09567999839783
1.0,392.0,piano,0.7,G4,ai_generated,146.69567999839782
1.2,349.23,piano,0.6,F4,ai_generated,147.79567999839782
0.9,329.63,piano,0.5,E4,ai_generated,149.09567999839783
1.4,293.66,piano,0.8,D4,ai_generated,150.09567999839783
1.6,261.63,piano,0.9,C4,ai_generated,151.59567999839783
1.0,440.0,piano,0.7,G3,ai_generated,153.29567999839782
1.2,261.63,piano,0.6,C4,ai_generated,154.39567999839784
1.0,329.63,piano,0.5,E4,ai_generated,155.69567999839782
1.5,349.23,piano,0.8,F4,ai_generated,156.79567999839782
1.0,392.0,piano,0.7,G4,ai_generated,158.39567999839784
1.2,440.0,piano,0.6,A4,ai_generated,159.49567999839783
0.9,493.88,piano,0.5,B4,ai_generated,160.79567999839782
1.4,523.25,piano,0.8,C5,ai_generated,161.79567999839782
1.0,493.88,piano,0.7,B4,ai_generated,163.29567999839782
1.2,440.0,piano,0.6,A4,ai_generated,164.39567999839784
0.9,392.0,piano,0.5,G4,ai_generated,165.69567999839782
1.4,349.23,piano,0.8,F4,ai_generated,166.69567999839782
1.6,329.63,piano,0.9,E4,ai_generated,168.19567999839782
1.0,293.66,piano,0.7,D4,ai_generated,169.89567999839784
1.2,261.63,piano,0.6,C4,ai_generated,170.99567999839783
1.0,329.63,piano,0.5,E4,ai_generated,172.29567999839782
0.8,392.0,piano,0.4,G4,ai_generated,173.39567999839784
1.5,440.0,piano,0.8,A4,ai_generated,174.29567999839782
1.0,392.0,piano,0.7,G4,ai_generated,175.89567999839784
1.2,349.23,piano,0.6,F4,ai_generated,176.99567999839783
0.9,329.63,piano,0.5,E4,ai_generated,178.29567999839782
1.4,293.66,piano,0.8,D4,ai_generated,179.29567999839782
1.6,261.63,piano,0.9,C4,ai_generated,180.79567999839782
1.0,440.0,piano,0.7,G3,ai_generated,182.49567999839783
1.2,261.63,piano,0.6,C4,ai_generated,183.59567999839783
1.0,329.63,piano,0.5,E4,ai_generated,184.89567999839784
1.5,349.23,piano,0.8,F4,ai_generated,185.99567999839783
1.0,392.0,piano,0.7,G4,ai_generated,187.59567999839783
1.2,440.0,piano,0.6,A4,ai_generated,188.69567999839782
0.9,493.88,piano,0.5,B4,ai_generated,189.99567999839783
1.4,523.25,piano,0.8,C5,ai_generated,190.99567999839783
1.0,493.88,piano,0.7,B4,ai_generated,192.49567999839783
1.2,440.0,piano,0.6,A4,ai_generated,193.59567999839783
0.9,392.0,piano,0.5,G4,ai_generated,194.89567999839784
1.4,349.23,piano,0.8,F4,ai_generated,195.89567999839784
1.6,329.63,piano,0.9,E4,ai_generated,197.39567999839784
1.0,293.66,piano,0.7,D4,ai_generated,199.09567999839783
1.2,261.63,piano,0.6,C4,ai_generated,200.19567999839782
1.0,329.63,piano,0.5,E4,ai_generated,201.49567999839783
0.8,392.0,piano,0.4,G4,ai_generated,202.59567999839783
1.5,440.0,piano,0.8,A4,ai_generated,203.49567999839783
1.0,392.0,piano,0.7,G4,ai_generated,205.09567999839783
1.2,349.23,piano,0.6,F4,ai_generated,206.19567999839782
0.9,329.63,piano,0.5,E4,ai_generated,207.49567999839783
1.4,293.66,piano,0.8,D4,ai_generated,208.49567999839783
1.6,261.63,piano,0.9,C4,ai_generated,209.99567999839783
