duration,freq,instrument,intensity,note_name,session_name,timestamp
1.2,261.63,piano,0.7,C4,ai_generated,2347.9578981399536
0.8,329.63,piano,0.6,E4,ai_generated,2348.0578981399535
1.0,392.0,piano,0.8,G4,ai_generated,2348.1578981399534
1.5,440.0,piano,0.9,A4,ai_generated,2348.257898139954
0.7,392.0,piano,0.6,G4,ai_generated,2348.3578981399537
0.9,329.63,piano,0.7,E4,ai_generated,2348.4578981399536
1.3,261.63,piano,0.8,C4,ai_generated,2348.5578981399535
0.8,293.66,piano,0.6,D4,ai_generated,2348.6578981399534
1.0,349.23,piano,0.7,F4,ai_generated,2348.757898139954
1.2,440.0,piano,0.8,A4,ai_generated,2348.8578981399537
0.6,392.0,piano,0.5,G4,ai_generated,2348.9578981399536
0.9,349.23,piano,0.7,F4,ai_generated,2349.0578981399535
1.1,293.66,piano,0.8,D4,ai_generated,2349.1578981399534
0.7,329.63,piano,0.6,E4,ai_generated,2349.257898139954
0.9,392.0,piano,0.7,G4,ai_generated,2349.3578981399537
1.4,493.88,piano,0.9,B4,ai_generated,2349.4578981399536
0.8,440.0,piano,0.7,A4,ai_generated,2349.5578981399535
1.0,392.0,piano,0.8,G4,ai_generated,2349.6578981399534
1.2,329.63,piano,0.7,E4,ai_generated,2349.757898139954
1.5,261.63,piano,0.9,C4,ai_generated,2349.8578981399537
0.8,329.63,piano,0.6,E4,ai_generated,2349.9578981399536
1.0,392.0,piano,0.7,G4,ai_generated,2350.0578981399535
1.3,523.25,piano,0.9,C5,ai_generated,2350.1578981399534
0.7,493.88,piano,0.6,B4,ai_generated,2350.257898139954
0.9,440.0,piano,0.8,A4,ai_generated,2350.3578981399537
1.1,392.0,piano,0.7,G4,ai_generated,2350.4578981399536
0.8,349.23,piano,0.6,F4,ai_generated,2350.5578981399535
1.0,440.0,piano,0.7,A4,ai_generated,2350.6578981399534
1.4,523.25,piano,0.9,C5,ai_generated,2350.757898139954
0.6,493.88,piano,0.5,B4,ai_generated,2350.8578981399537
0.8,440.0,piano,0.7,A4,ai_generated,2350.9578981399536
1.0,392.0,piano,0.8,G4,ai_generated,2351.0578981399535
0.7,329.63,piano,0.6,E4,ai_generated,2351.1578981399534
0.9,392.0,piano,0.7,G4,ai_generated,2351.257898139954
1.5,440.0,piano,0.9,A4,ai_generated,2351.3578981399537
0.8,392.0,piano,0.7,G4,ai_generated,2351.4578981399536
1.0,349.23,piano,0.8,F4,ai_generated,2351.5578981399535
1.2,293.66,piano,0.7,D4,ai_generated,2351.6578981399534
1.8,261.63,piano,1.0,C4,ai_generated,2351.757898139954
0.7,329.63,piano,0.6,E4,ai_generated,2351.8578981399537
0.9,392.0,piano,0.7,G4,ai_generated,2351.9578981399536
1.1,440.0,piano,0.8,A4,ai_generated,2352.0578981399535
0.6,392.0,piano,0.5,G4,ai_generated,2352.1578981399534
0.8,329.63,piano,0.7,E4,ai_generated,2352.257898139954
1.0,261.63,piano,0.8,C4,ai_generated,2352.3578981399537
0.7,293.66,piano,0.6,D4,ai_generated,2352.4578981399536
0.9,349.23,piano,0.7,F4,ai_generated,2352.5578981399535
1.3,440.0,piano,0.9,A4,ai_generated,2352.6578981399534
0.8,392.0,piano,0.7,G4,ai_generated,2352.757898139954
1.0,349.23,piano,0.8,F4,ai_generated,2352.8578981399537
1.2,293.66,piano,0.7,D4,ai_generated,2352.9578981399536
0.7,329.63,piano,0.6,E4,ai_generated,2353.0578981399535
0.9,392.0,piano,0.7,G4,ai_generated,2353.1578981399534
1.4,493.88,piano,0.9,B4,ai_generated,2353.257898139954
0.8,440.0,piano,0.7,A4,ai_generated,2353.3578981399537
1.0,392.0,piano,0.8,G4,ai_generated,2353.4578981399536
1.2,329.63,piano,0.7,E4,ai_generated,2353.5578981399535
1.6,261.63,piano,1.0,C4,ai_generated,2353.6578981399534
0.8,329.63,piano,0.6,E4,ai_generated,2353.757898139954
1.0,392.0,piano,0.7,G4,ai_generated,2353.8578981399537
1.3,523.25,piano,0.9,C5,ai_generated,2353.9578981399536
0.7,493.88,piano,0.6,B4,ai_generated,2354.0578981399535
0.9,440.0,piano,0.8,A4,ai_generated,2354.1578981399534
1.1,392.0,piano,0.7,G4,ai_generated,2354.257898139954
0.8,349.23,piano,0.6,F4,ai_generated,2354.3578981399537
1.0,440.0,piano,0.7,A4,ai_generated,2354.4578981399536
1.4,523.25,piano,0.9,C5,ai_generated,2354.5578981399535
0.6,493.88,piano,0.5,B4,ai_generated,2354.6578981399534
0.8,440.0,piano,0.7,A4,ai_generated,2354.757898139954
1.0,392.0,piano,0.8,G4,ai_generated,2354.8578981399537
0.7,329.63,piano,0.6,E4,ai_generated,2354.9578981399536
0.9,392.0,piano,0.7,G4,ai_generated,2355.0578981399535
1.5,440.0,piano,0.9,A4,ai_generated,2355.1578981399534
0.8,392.0,piano,0.7,G4,ai_generated,2355.257898139954
1.0,349.23,piano,0.8,F4,ai_generated,2355.3578981399537
1.2,293.66,piano,0.7,D4,ai_generated,2355.4578981399536
2.0,261.63,piano,1.0,C4,ai_generated,2355.5578981399535
